riga_trol_101,2,5
riga_trol_101,3,48
riga_trol_101,4,154
riga_trol_101,5,133
riga_trol_101,6,159
riga_trol_101,7,247
riga_trol_101,8,52
riga_trol_101,9,27
riga_trol_101,10,53
riga_trol_101,11,13
riga_trol_101,12,27
riga_trol_101,13,75
riga_trol_101,14,87
riga_trol_101,15,112
riga_trol_101,16,141
riga_trol_101,17,121
riga_trol_101,18,58
riga_trol_101,19,37
riga_trol_101,20,28
riga_trol_101,21,17
riga_trol_101,22,7
riga_bus_175,1,24
riga_bus_175,2,17
riga_bus_175,3,5
riga_bus_175,21,2
riga_bus_175,22,13
riga_bus_175,23,10
riga_bus_173,0,3
riga_bus_173,1,12
riga_bus_173,2,8
riga_bus_173,21,1
riga_bus_173,22,7
riga_bus_173,23,7
riga_bus_7,3,3
riga_bus_7,4,30
riga_bus_7,5,108
riga_bus_7,6,47
riga_bus_7,7,38
riga_bus_7,8,30
riga_bus_7,9,44
riga_bus_7,10,33
riga_bus_7,11,37
riga_bus_7,12,25
riga_bus_7,13,40
riga_bus_7,14,62
riga_bus_7,15,82
riga_bus_7,16,40
riga_bus_7,17,16
riga_bus_7,18,19
riga_bus_7,19,2
riga_bus_7,20,6
riga_bus_7,21,2
riga_bus_7,22,2
riga_bus_13,3,44
riga_bus_13,4,140
riga_bus_13,5,182
riga_bus_13,6,118
riga_bus_13,7,89
riga_bus_13,8,100
riga_bus_13,9,91
riga_bus_13,10,119
riga_bus_13,11,120
riga_bus_13,12,147
riga_bus_13,13,135
riga_bus_13,14,156
riga_bus_13,15,160
riga_bus_13,16,109
riga_bus_13,17,78
riga_bus_13,18,58
riga_bus_13,19,39
riga_bus_13,20,27
riga_bus_13,21,8
riga_bus_13,22,1
riga_bus_24,3,19
riga_bus_24,4,174
riga_bus_24,5,233
riga_bus_24,6,213
riga_bus_24,7,176
riga_bus_24,8,241
riga_bus_24,9,224
riga_bus_24,10,220
riga_bus_24,11,278
riga_bus_24,12,275
riga_bus_24,13,268
riga_bus_24,14,217
riga_bus_24,15,235
riga_bus_24,16,152
riga_bus_24,17,136
riga_bus_24,18,103
riga_bus_24,19,58
riga_bus_24,20,22
riga_bus_24,21,12
riga_bus_24,22,2
riga_bus_21,3,92
riga_bus_21,4,277
riga_bus_21,5,399
riga_bus_21,6,341
riga_bus_21,7,272
riga_bus_21,8,365
riga_bus_21,9,407
riga_bus_21,10,432
riga_bus_21,11,418
riga_bus_21,12,430
riga_bus_21,13,412
riga_bus_21,14,436
riga_bus_21,15,417
riga_bus_21,16,260
riga_bus_21,17,185
riga_bus_21,18,164
riga_bus_21,19,107
riga_bus_21,20,73
riga_bus_21,21,23
riga_bus_21,22,4
riga_tram_100,2,2
riga_tram_100,3,13
riga_tram_100,4,62
riga_tram_100,5,22
riga_tram_100,7,102
riga_tram_100,8,56
riga_tram_100,9,1
riga_tram_100,10,8
riga_tram_100,11,1
riga_tram_100,12,12
riga_tram_100,13,84
riga_tram_100,14,10
riga_tram_100,15,1
riga_tram_100,16,62
riga_tram_100,17,53
riga_tram_100,18,3
riga_tram_100,19,24
riga_tram_100,20,9
riga_tram_100,21,4
riga_tram_100,22,7
riga_tram_1,2,13
riga_tram_1,3,199
riga_tram_1,4,436
riga_tram_1,5,1037
riga_tram_1,6,1056
riga_tram_1,7,842
riga_tram_1,8,827
riga_tram_1,9,962
riga_tram_1,10,1080
riga_tram_1,11,1087
riga_tram_1,12,1097
riga_tram_1,13,1080
riga_tram_1,14,1299
riga_tram_1,15,1334
riga_tram_1,16,831
riga_tram_1,17,466
riga_tram_1,18,271
riga_tram_1,19,147
riga_tram_1,20,66
riga_tram_1,21,35
riga_tram_1,22,1
riga_bus_172,0,1
riga_bus_172,1,8
riga_bus_172,2,14
riga_bus_172,22,3
riga_bus_172,23,1
riga_bus_166,1,4
riga_bus_166,2,12
riga_bus_166,21,1
riga_bus_166,22,2
riga_bus_167,22,2
riga_bus_167,23,1
riga_bus_178,1,4
riga_bus_178,2,4
riga_bus_178,3,1
riga_bus_178,22,4
riga_bus_178,23,4
riga_trol_15,3,145
riga_trol_15,4,448
riga_trol_15,5,779
riga_trol_15,6,616
riga_trol_15,7,568
riga_trol_15,8,645
riga_trol_15,9,724
riga_trol_15,10,778
riga_trol_15,11,752
riga_trol_15,12,772
riga_trol_15,13,802
riga_trol_15,14,865
riga_trol_15,15,735
riga_trol_15,16,584
riga_trol_15,17,318
riga_trol_15,18,226
riga_trol_15,19,141
riga_trol_15,20,64
riga_trol_15,21,17
riga_trol_15,22,1
riga_bus_3,3,206
riga_bus_3,4,653
riga_bus_3,5,897
riga_bus_3,6,798
riga_bus_3,7,644
riga_bus_3,8,696
riga_bus_3,9,840
riga_bus_3,10,875
riga_bus_3,11,842
riga_bus_3,12,888
riga_bus_3,13,807
riga_bus_3,14,1051
riga_bus_3,15,1072
riga_bus_3,16,664
riga_bus_3,17,438
riga_bus_3,18,305
riga_bus_3,19,171
riga_bus_3,20,101
riga_bus_3,21,39
riga_trol_27,3,21
riga_trol_27,4,76
riga_trol_27,5,115
riga_trol_27,6,79
riga_trol_27,7,73
riga_trol_27,8,75
riga_trol_27,9,82
riga_trol_27,10,97
riga_trol_27,11,116
riga_trol_27,12,95
riga_trol_27,13,112
riga_trol_27,14,112
riga_trol_27,15,136
riga_trol_27,16,70
riga_trol_27,17,36
riga_trol_27,18,24
riga_trol_27,19,27
riga_trol_27,20,18
riga_trol_27,21,1
riga_tram_11,2,5
riga_tram_11,3,47
riga_tram_11,4,162
riga_tram_11,5,386
riga_tram_11,6,342
riga_tram_11,7,209
riga_tram_11,8,222
riga_tram_11,9,256
riga_tram_11,10,312
riga_tram_11,11,304
riga_tram_11,12,317
riga_tram_11,13,351
riga_tram_11,14,494
riga_tram_11,15,411
riga_tram_11,16,245
riga_tram_11,17,144
riga_tram_11,18,83
riga_tram_11,19,40
riga_tram_11,20,14
riga_tram_11,21,7
riga_trol_25,3,78
riga_trol_25,4,210
riga_trol_25,5,355
riga_trol_25,6,343
riga_trol_25,7,262
riga_trol_25,8,245
riga_trol_25,9,290
riga_trol_25,10,327
riga_trol_25,11,335
riga_trol_25,12,249
riga_trol_25,13,363
riga_trol_25,14,342
riga_trol_25,15,331
riga_trol_25,16,235
riga_trol_25,17,162
riga_trol_25,18,101
riga_trol_25,19,43
riga_trol_25,20,19
riga_trol_25,21,6
riga_tram_5,2,5
riga_tram_5,3,96
riga_tram_5,4,251
riga_tram_5,5,389
riga_tram_5,6,363
riga_tram_5,7,200
riga_tram_5,8,213
riga_tram_5,9,286
riga_tram_5,10,294
riga_tram_5,11,300
riga_tram_5,12,273
riga_tram_5,13,279
riga_tram_5,14,436
riga_tram_5,15,375
riga_tram_5,16,197
riga_tram_5,17,102
riga_tram_5,18,77
riga_tram_5,19,51
riga_tram_5,20,19
riga_tram_5,21,10
riga_bus_38,3,19
riga_bus_38,4,26
riga_bus_38,5,45
riga_bus_38,6,31
riga_bus_38,7,37
riga_bus_38,8,22
riga_bus_38,9,38
riga_bus_38,10,38
riga_bus_38,11,24
riga_bus_38,12,29
riga_bus_38,13,27
riga_bus_38,14,35
riga_bus_38,15,44
riga_bus_38,16,38
riga_bus_38,17,17
riga_bus_38,18,8
riga_bus_38,19,6
riga_bus_38,20,5
riga_bus_37,3,27
riga_bus_37,4,107
riga_bus_37,5,152
riga_bus_37,6,140
riga_bus_37,7,91
riga_bus_37,8,90
riga_bus_37,9,114
riga_bus_37,10,149
riga_bus_37,11,119
riga_bus_37,12,131
riga_bus_37,13,146
riga_bus_37,14,184
riga_bus_37,15,216
riga_bus_37,16,126
riga_bus_37,17,71
riga_bus_37,18,55
riga_bus_37,19,26
riga_bus_37,20,17
riga_trol_19,2,2
riga_trol_19,3,75
riga_trol_19,4,83
riga_trol_19,5,148
riga_trol_19,6,117
riga_trol_19,7,81
riga_trol_19,8,119
riga_trol_19,9,166
riga_trol_19,10,207
riga_trol_19,11,185
riga_trol_19,12,161
riga_trol_19,13,197
riga_trol_19,14,197
riga_trol_19,15,150
riga_trol_19,16,116
riga_trol_19,17,83
riga_trol_19,18,52
riga_trol_19,19,36
riga_trol_19,20,14
riga_trol_19,21,2
riga_bus_8,3,5
riga_bus_8,4,63
riga_bus_8,5,83
riga_bus_8,6,71
riga_bus_8,7,60
riga_bus_8,8,70
riga_bus_8,9,89
riga_bus_8,10,83
riga_bus_8,11,61
riga_bus_8,12,94
riga_bus_8,13,74
riga_bus_8,14,87
riga_bus_8,15,68
riga_bus_8,16,53
riga_bus_8,17,41
riga_bus_8,18,22
riga_bus_8,19,22
riga_bus_8,20,5
riga_bus_8,21,1
riga_bus_4,3,59
riga_bus_4,4,104
riga_bus_4,5,138
riga_bus_4,6,114
riga_bus_4,7,98
riga_bus_4,8,114
riga_bus_4,9,136
riga_bus_4,10,148
riga_bus_4,11,143
riga_bus_4,12,125
riga_bus_4,13,126
riga_bus_4,14,166
riga_bus_4,15,151
riga_bus_4,16,95
riga_bus_4,17,54
riga_bus_4,18,51
riga_bus_4,19,32
riga_bus_4,20,13
riga_bus_4,21,1
riga_tram_7,3,91
riga_tram_7,4,273
riga_tram_7,5,488
riga_tram_7,6,499
riga_tram_7,7,425
riga_tram_7,8,488
riga_tram_7,9,526
riga_tram_7,10,540
riga_tram_7,11,506
riga_tram_7,12,449
riga_tram_7,13,511
riga_tram_7,14,601
riga_tram_7,15,512
