riga_bus_172,0,2
riga_bus_172,1,6
riga_bus_172,2,17
riga_bus_172,22,4
riga_bus_172,23,3
riga_bus_167,22,1
riga_bus_167,23,1
riga_bus_173,1,8
riga_bus_173,2,9
riga_bus_173,22,7
riga_bus_173,23,5
riga_bus_166,1,2
riga_bus_166,2,10
riga_bus_166,21,2
riga_bus_166,22,1
riga_bus_166,23,2
riga_tram_100,2,3
riga_tram_100,3,10
riga_tram_100,4,9
riga_tram_100,5,2
riga_tram_100,7,34
riga_tram_100,8,39
riga_tram_100,13,27
riga_tram_100,14,11
riga_tram_100,16,18
riga_tram_100,17,29
riga_tram_100,18,10
riga_tram_100,19,16
riga_tram_100,20,4
riga_tram_100,21,2
riga_tram_100,22,4
riga_trol_101,2,2
riga_trol_101,3,80
riga_trol_101,4,111
riga_trol_101,5,94
riga_trol_101,6,52
riga_trol_101,7,24
riga_trol_101,8,17
riga_trol_101,9,48
riga_trol_101,10,39
riga_trol_101,13,3
riga_trol_101,14,2
riga_trol_101,17,13
riga_trol_101,18,48
riga_trol_101,19,71
riga_trol_101,20,15
riga_trol_101,21,9
riga_trol_101,22,4
riga_bus_21,3,84
riga_bus_21,4,314
riga_bus_21,5,433
riga_bus_21,6,368
riga_bus_21,7,305
riga_bus_21,8,367
riga_bus_21,9,366
riga_bus_21,10,449
riga_bus_21,11,444
riga_bus_21,12,416
riga_bus_21,13,444
riga_bus_21,14,432
riga_bus_21,15,457
riga_bus_21,16,310
riga_bus_21,17,197
riga_bus_21,18,161
riga_bus_21,19,100
riga_bus_21,20,36
riga_bus_21,21,29
riga_bus_21,22,1
riga_bus_175,1,9
riga_bus_175,2,22
riga_bus_175,22,8
riga_bus_175,23,5
riga_bus_163,1,4
riga_bus_163,2,13
riga_bus_163,22,2
riga_bus_36,3,61
riga_bus_36,4,99
riga_bus_36,5,113
riga_bus_36,6,126
riga_bus_36,7,129
riga_bus_36,8,173
riga_bus_36,9,150
riga_bus_36,10,177
riga_bus_36,11,151
riga_bus_36,12,140
riga_bus_36,13,164
riga_bus_36,14,131
riga_bus_36,15,156
riga_bus_36,16,116
riga_bus_36,17,70
riga_bus_36,18,34
riga_bus_36,19,20
riga_bus_36,20,16
riga_bus_36,21,7
riga_bus_36,22,1
riga_bus_165,1,2
riga_bus_165,2,15
riga_bus_165,22,6
riga_bus_165,23,2
riga_trol_15,3,135
riga_trol_15,4,399
riga_trol_15,5,765
riga_trol_15,6,691
riga_trol_15,7,578
riga_trol_15,8,670
riga_trol_15,9,773
riga_trol_15,10,734
riga_trol_15,11,827
riga_trol_15,12,802
riga_trol_15,13,850
riga_trol_15,14,911
riga_trol_15,15,806
riga_trol_15,16,596
riga_trol_15,17,398
riga_trol_15,18,247
riga_trol_15,19,130
riga_trol_15,20,61
riga_trol_15,21,19
riga_trol_15,22,1
riga_bus_44,3,28
riga_bus_44,4,65
riga_bus_44,5,122
riga_bus_44,6,76
riga_bus_44,7,46
riga_bus_44,8,63
riga_bus_44,9,57
riga_bus_44,10,67
riga_bus_44,11,63
riga_bus_44,12,47
riga_bus_44,13,75
riga_bus_44,14,73
riga_bus_44,15,119
riga_bus_44,16,48
riga_bus_44,17,30
riga_bus_44,18,31
riga_bus_44,19,7
riga_bus_44,20,8
riga_bus_44,21,2
riga_bus_44,22,1
riga_bus_3,3,195
riga_bus_3,4,664
riga_bus_3,5,1005
riga_bus_3,6,822
riga_bus_3,7,754
riga_bus_3,8,787
riga_bus_3,9,801
riga_bus_3,10,860
riga_bus_3,11,848
riga_bus_3,12,905
riga_bus_3,13,968
riga_bus_3,14,1079
riga_bus_3,15,977
riga_bus_3,16,733
riga_bus_3,17,479
riga_bus_3,18,339
riga_bus_3,19,178
riga_bus_3,20,119
riga_bus_3,21,33
riga_trol_4,3,97
riga_trol_4,4,474
riga_trol_4,5,776
riga_trol_4,6,669
riga_trol_4,7,495
riga_trol_4,8,519
riga_trol_4,9,566
riga_trol_4,10,574
riga_trol_4,11,563
