riga_trol_101,2,3
riga_trol_101,3,46
riga_trol_101,4,64
riga_trol_101,5,166
riga_trol_101,6,142
riga_trol_101,7,146
riga_trol_101,8,19
riga_trol_101,9,17
riga_trol_101,10,19
riga_trol_101,12,10
riga_trol_101,13,50
riga_trol_101,16,1
riga_trol_101,17,10
riga_trol_101,18,72
riga_trol_101,19,67
riga_trol_101,20,5
riga_trol_101,21,1
riga_trol_101,22,4
riga_bus_7,3,3
riga_bus_7,4,30
riga_bus_7,5,90
riga_bus_7,6,51
riga_bus_7,7,39
riga_bus_7,8,70
riga_bus_7,9,26
riga_bus_7,10,62
riga_bus_7,11,56
riga_bus_7,12,55
riga_bus_7,13,56
riga_bus_7,14,59
riga_bus_7,15,43
riga_bus_7,16,31
riga_bus_7,17,36
riga_bus_7,18,22
riga_bus_7,19,3
riga_bus_7,22,1
riga_bus_173,1,7
riga_bus_173,2,16
riga_bus_173,20,2
riga_bus_173,21,6
riga_bus_173,22,7
riga_bus_173,23,2
riga_bus_175,0,2
riga_bus_175,1,14
riga_bus_175,2,18
riga_bus_175,3,1
riga_bus_175,20,1
riga_bus_175,21,7
riga_bus_175,22,12
riga_bus_175,23,6
riga_bus_163,1,4
riga_bus_163,2,13
riga_bus_163,21,2
riga_bus_163,22,4
riga_tram_100,2,4
riga_tram_100,3,10
riga_tram_100,4,17
riga_tram_100,6,14
riga_tram_100,7,47
riga_tram_100,8,47
riga_tram_100,13,23
riga_tram_100,14,98
riga_tram_100,16,60
riga_tram_100,17,19
riga_tram_100,18,4
riga_tram_100,19,16
riga_tram_100,20,7
riga_tram_100,22,8
riga_tram_100,23,1
riga_bus_15,3,53
riga_bus_15,4,250
riga_bus_15,5,270
riga_bus_15,6,205
riga_bus_15,7,170
riga_bus_15,8,224
riga_bus_15,9,335
riga_bus_15,10,384
riga_bus_15,11,395
riga_bus_15,12,389
riga_bus_15,13,306
riga_bus_15,14,295
riga_bus_15,15,294
riga_bus_15,16,192
riga_bus_15,17,161
riga_bus_15,18,133
riga_bus_15,19,82
riga_bus_15,20,4
riga_bus_15,22,2
riga_bus_21,3,78
riga_bus_21,4,274
riga_bus_21,5,408
riga_bus_21,6,343
riga_bus_21,7,334
riga_bus_21,8,356
riga_bus_21,9,404
riga_bus_21,10,438
riga_bus_21,11,406
riga_bus_21,12,392
riga_bus_21,13,435
riga_bus_21,14,395
riga_bus_21,15,460
