44,0,100867
45,0,100869
46,0,100868
47,0,100867
48,0,100869
49,0,100868
50,0,100867
51,0,100869
52,0,100868
53,0,100867
54,0,100869
55,0,100868
56,0,100867
57,0,100869
58,0,100868
59,0,100867
60,0,100869
61,0,100868
62,0,100867
63,0,100869
64,0,100868
65,0,100867
66,0,100869
67,0,100868
109,0,100869
110,0,100868
111,0,100867
112,0,100869
113,0,100868
114,0,100867
115,0,100869
116,0,100868
117,0,100867
118,0,100869
119,0,100868
120,0,100867
121,0,100869
122,0,100868
123,0,100867
124,0,100869
125,0,100868
126,0,100867
127,0,100869
128,0,100868
129,0,100867
130,0,100869
131,0,100868
132,0,100867
133,0,127571
134,0,127573
135,1,127576
136,2,127575
137,5,127571
138,8,127573
139,12,127576
140,17,127575
141,0,127572
142,28,127571
143,0,127574
144,18,127573
145,20,127576
146,48,127575
147,0,127572
148,0,127578
149,104,127582
150,154,127577
151,7,127580
152,18,127581
153,0,127583
154,0,127579
155,0,127574
156,15,127573
157,17,127576
158,8,127575
159,0,127572
160,0,127578
161,0,127582
162,18,127577
163,24,127580
164,0,127581
165,0,127578
166,0,127574
167,0,127576
168,0,127578
169,0,127574
170,0,127576
234,0,127576
235,9,127575
236,12,127571
237,11,127573
238,12,127576
239,9,127575
240,4,127571
241,0,127574
242,15,127573
243,14,127576
244,21,127575
245,0,127572
246,34,127571
247,0,127574
248,3,127573
249,0,127576
250,149,127575
251,0,127572
252,133,127578
253,32,127582
254,15,127577
255,21,127580
256,16,127581
257,0,127583
258,0,127579
259,0,127574
260,0,127573
261,0,127576
262,14,127575
263,0,127572
264,0,127578
265,0,127582
266,6,127577
267,0,127580
268,0,127581
269,0,127578
270,0,127574
271,0,127576
272,0,127578
344,8,127562
345,14,127558
346,10,127564
347,12,127568
348,13,127563
349,7,127570
350,6,127565
351,8,127560
352,9,127566
353,23,127567
354,10,127557
355,29,127561
356,27,127562
357,0,127559
358,0,127569
359,43,127558
360,46,127564
361,45,127568
362,46,127563
363,38,127570
364,0,127556
365,58,127565
366,55,127560
367,49,127566
368,53,127567
369,52,127557
370,44,127561
371,37,127562
372,0,127559
373,0,127569
374,181,127558
375,170,127564
376,173,127568
377,175,127563
378,159,127570
379,0,127556
380,157,127565
381,32,127560
382,35,127566
383,37,127567
384,45,127557
385,36,127561
386,32,127562
387,0,127559
388,0,127569
389,20,127558
390,18,127564
391,14,127568
392,13,127563
393,12,127570
394,0,127556
395,19,127565
396,15,127560
397,15,127566
398,6,127567
399,6,127561
400,5,127562
401,4,127558
402,7,127564
403,9,127568
404,10,127563
405,13,127570
406,16,127565
407,13,127560
408,5,127566
409,0,127567
410,0,127561
411,0,127562
412,0,127558
413,0,127564
414,0,127568
415,0,127563
416,0,127570
417,0,127565
418,0,127560
419,0,127566
560,5,127567
561,6,127561
562,0,127565
563,0,127566
564,15,127567
565,16,127561
566,18,127562
567,20,127558
568,19,127564
569,23,127568
570,21,127563
571,21,127570
572,25,127565
573,31,127560
574,36,127566
575,37,127567
576,38,127557
577,42,127561
578,36,127562
579,0,127559
580,0,127569
581,42,127558
582,47,127564
583,44,127568
584,38,127563
585,0,127556
586,18,127570
587,12,127565
588,6,127560
589,134,127566
590,175,127567
591,140,127557
592,183,127561
593,189,127562
594,0,127559
595,0,127569
596,27,127558
597,37,127564
598,39,127568
599,36,127563
600,37,127570
601,0,127556
602,39,127565
603,29,127560
604,27,127566
605,11,127567
606,23,127557
607,7,127561
608,7,127562
609,0,127559
610,0,127569
611,5,127558
612,7,127564
613,7,127568
614,7,127563
615,6,127570
616,0,127556
617,8,127565
618,9,127560
619,15,127566
620,8,127567
621,8,127561
622,6,127562
623,4,127558
624,1,127564
625,0,127568
626,0,127563
627,0,127570
628,0,127565
629,0,127560
630,0,127566
631,0,127561
632,0,127562
633,0,127558
634,0,127564
635,0,127568
775,0,127563
815,0,100408
816,0,100407
817,0,100409
818,0,100408
819,0,100407
820,0,100409
821,0,100408
822,0,100407
823,0,100409
824,0,100408
825,0,100407
826,0,100409
827,0,100408
828,0,100407
829,0,100409
830,0,100408
831,0,100407
832,0,100409
833,0,100408
834,0,100407
835,0,100409
836,0,100408
837,0,100407
838,0,100408
839,0,100407
840,0,100408
880,0,100408
881,0,100407
882,0,100409
883,0,100408
884,0,100407
885,0,100409
886,0,100408
887,0,100407
888,0,100409
889,0,100408
890,0,100407
891,0,100409
892,0,100408
893,0,100407
894,0,100409
895,0,100408
896,0,100407
897,0,100409
898,0,100408
899,0,100407
900,0,100409
901,0,100408
902,0,100407
903,0,100409
904,0,100408
905,0,100407
906,0,100408
907,0,100407
930,0,127775
931,0,127774
932,0,127776
933,0,127775
934,0,127774
935,0,127776
936,0,127775
937,0,127774
938,0,127776
939,0,127775
940,0,127774
941,0,127776
942,0,127775
943,0,127774
944,0,127776
945,0,127775
946,0,127774
947,0,127776
948,0,127775
949,0,127774
950,0,127776
951,0,127775
952,0,127774
953,0,127776
954,0,127775
955,0,127774
956,0,127776
957,0,127775
958,0,127776
959,0,127775
960,0,127776
961,0,127775
997,0,127774
998,0,127776
999,0,127775
1000,0,127774
1001,0,127776
1002,0,127775
1003,0,127774
1004,0,127776
1005,0,127775
1006,0,127774
1007,0,127776
1008,0,127775
1009,0,127774
1010,0,127776
1011,0,127775
1012,0,127774
1013,0,127776
1014,0,127775
1015,0,127774
1016,0,127776
1017,0,127775
1018,0,127774
1019,0,127776
1020,0,127775
1021,0,127774
1022,0,127776
1023,0,127775
1024,0,127776
1025,0,127775
1026,0,127776
1027,0,127775
1028,0,127776
1102,9,100903
1103,0,100904
1104,5,100905
1105,0,100903
1106,16,100904
1107,6,100905
1108,0,100903
1109,21,100904
1110,7,100905
1111,0,100903
1112,89,100904
1113,92,100905
1114,0,100903
1115,14,100904
1116,17,100905
1117,0,100903
1118,18,100904
1119,0,100905
1120,0,100903
1121,5,100904
1122,18,100905
1123,0,100903
1124,0,100904
1125,0,100905
1126,0,100903
1127,0,100904
1128,0,100903
1169,1,100903
1170,0,100904
1171,0,100905
1172,0,100903
1173,13,100904
1174,23,100905
1175,0,100903
1176,12,100904
1177,23,100905
1178,0,100903
1179,6,100904
1180,0,100905
1181,0,100903
1182,10,100904
1183,19,100905
1184,0,100903
1185,25,100904
1186,27,100905
1187,0,100903
1188,10,100904
1189,12,100905
1190,0,100903
1191,17,100904
1192,1,100905
1193,0,100903
1194,0,100904
1195,0,100903
1196,0,100904
1229,0,100158
1230,0,100159
1231,2,100158
1232,6,100159
1233,4,100158
1234,5,100159
1235,10,100158
1236,5,100159
1237,4,100158
1238,50,100159
1239,6,100158
1240,7,100159
1241,12,100158
1242,4,100159
1243,6,100158
1244,2,100159
1245,5,100158
1246,4,100159
1247,0,100158
1248,0,100159
1249,0,100158
1250,0,100159
1251,0,100158
1252,0,100159
1253,0,100158
1286,0,100158
1287,2,100159
1288,8,100158
1289,3,100159
1290,1,100158
1291,7,100159
1292,5,100158
1293,6,100159
1294,50,100158
1295,6,100159
1296,7,100158
1297,12,100159
1298,4,100158
1299,6,100159
1300,3,100158
1301,5,100159
1302,4,100158
1303,4,100159
1304,0,100158
1305,0,100159
1306,0,100158
1307,0,100159
1308,0,100158
1309,0,100159
1347,0,100412
1348,0,100413
1349,0,100412
1350,0,100413
1351,0,100412
1352,0,100413
1353,0,100412
1354,0,100413
1355,0,100412
1356,0,100413
1357,0,100412
1358,0,100413
1359,0,100412
1360,0,100413
1361,0,100412
1362,0,100413
1363,0,100412
1364,0,100413
1365,0,100412
1366,0,100413
1367,0,100412
1368,0,100413
1369,0,100412
1370,0,100413
1406,0,100412
