riga_tram_1,2,5
riga_tram_1,3,184
riga_tram_1,4,450
riga_tram_1,5,958
riga_tram_1,6,1005
riga_tram_1,7,798
riga_tram_1,8,894
riga_tram_1,9,1030
riga_tram_1,10,1179
riga_tram_1,11,1164
riga_tram_1,12,1160
riga_tram_1,13,1244
riga_tram_1,14,1307
riga_tram_1,15,1239
riga_tram_1,16,752
riga_tram_1,17,441
riga_tram_1,18,310
riga_tram_1,19,163
riga_tram_1,20,8
riga_tram_1,22,5
riga_tram_5,2,2
riga_tram_5,3,102
riga_tram_5,4,246
riga_tram_5,5,367
riga_tram_5,6,367
riga_tram_5,7,218
riga_tram_5,8,228
riga_tram_5,9,305
riga_tram_5,10,296
riga_tram_5,11,301
riga_tram_5,12,306
riga_tram_5,13,351
riga_tram_5,14,441
riga_tram_5,15,373
riga_tram_5,16,182
riga_tram_5,17,101
riga_tram_5,18,95
riga_tram_5,19,47
riga_tram_5,20,1
riga_tram_5,22,1
riga_bus_165,2,10
riga_bus_165,21,7
riga_bus_165,22,4
riga_bus_165,23,5
riga_bus_173,1,18
riga_bus_173,2,17
riga_bus_173,20,1
riga_bus_173,21,8
riga_bus_173,22,9
riga_bus_173,23,6
riga_bus_175,1,19
riga_bus_175,2,14
riga_bus_175,3,4
riga_bus_175,21,17
riga_bus_175,22,9
riga_bus_175,23,11
riga_bus_172,1,9
riga_bus_172,2,10
riga_bus_172,20,1
riga_bus_172,21,2
riga_bus_172,22,4
riga_bus_172,23,2
riga_bus_21,2,1
riga_bus_21,3,83
riga_bus_21,4,290
riga_bus_21,5,395
riga_bus_21,6,335
riga_bus_21,7,297
riga_bus_21,8,392
riga_bus_21,9,403
riga_bus_21,10,462
riga_bus_21,11,449
riga_bus_21,12,441
riga_bus_21,13,390
riga_bus_21,14,388
riga_bus_21,15,410
riga_bus_21,16,289
riga_bus_21,17,192
riga_bus_21,18,177
riga_bus_21,19,114
riga_bus_21,20,10
riga_bus_21,22,4
riga_trol_19,3,68
riga_trol_19,4,92
riga_trol_19,5,160
riga_trol_19,6,152
riga_trol_19,7,106
riga_trol_19,8,125
riga_trol_19,9,193
riga_trol_19,10,184
riga_trol_19,11,176
riga_trol_19,12,197
riga_trol_19,13,235
riga_trol_19,14,168
riga_trol_19,15,137
riga_trol_19,16,107
riga_trol_19,17,81
riga_trol_19,18,46
riga_trol_19,19,26
riga_trol_19,22,1
riga_tram_100,2,6
riga_tram_100,3,16
riga_tram_100,4,55
riga_tram_100,5,68
riga_tram_100,7,108
riga_tram_100,8,106
riga_tram_100,10,6
riga_tram_100,11,1
riga_tram_100,12,17
riga_tram_100,13,73
riga_tram_100,14,37
riga_tram_100,15,2
riga_tram_100,16,88
riga_tram_100,17,62
riga_tram_100,18,1
