17507,riga_trol_15,0,26824766,1
17507,riga_trol_15,0,26824768,2
17507,riga_trol_15,0,26824770,4
17507,riga_trol_15,1,26824809,2
17507,riga_trol_15,1,26824810,1
17507,riga_trol_15,1,26824812,1
17507,riga_trol_15,1,26824815,1
17507,riga_trol_15,1,26824817,1
17507,riga_trol_15,1,26824820,1
17507,riga_trol_15,1,26824821,1
17507,riga_trol_15,1,26824823,1
17507,riga_trol_15,0,26824832,1
17507,riga_trol_15,0,26824834,1
17507,riga_trol_15,0,26824836,1
17507,riga_trol_15,0,26824839,2
17507,riga_trol_15,1,26824871,1
17507,riga_trol_15,1,26824872,1
17507,riga_trol_15,1,26824874,3
17507,riga_trol_15,1,26824877,2
17507,riga_trol_15,1,26824880,1
17507,riga_trol_15,1,26824885,1
17507,riga_trol_15,1,26824897,1
17507,riga_trol_15,0,26824902,1
17507,riga_trol_15,0,26824905,2
17507,riga_trol_15,0,26824907,1
17507,riga_trol_15,0,26824918,1
17507,riga_trol_15,0,26824919,1
17507,riga_trol_15,0,26824921,1
17507,riga_trol_15,0,26824930,1
17507,riga_trol_15,1,26824951,1
17507,riga_trol_15,1,26824954,1
17507,riga_trol_15,1,26824957,1
17507,riga_trol_15,1,26824959,3
17507,riga_trol_15,1,26824961,1
17507,riga_trol_15,1,26824965,1
17507,riga_trol_15,1,26824967,1
17507,riga_trol_15,1,26824969,1
17507,riga_trol_15,1,26824971,1
17507,riga_trol_15,1,26824972,1
17507,riga_trol_15,0,26824981,1
17507,riga_trol_15,0,26824982,1
17507,riga_trol_15,0,26824986,2
17507,riga_trol_15,0,26824987,1
17507,riga_trol_15,0,26824989,1
17507,riga_trol_15,0,26825005,1
17507,riga_trol_15,0,26825008,1
17507,riga_trol_15,1,26825034,1
17507,riga_trol_15,1,26825037,1
17507,riga_trol_15,1,26825038,2
17507,riga_trol_15,1,26825039,1
17507,riga_trol_15,1,26825040,1
17507,riga_trol_15,1,26825042,1
17507,riga_trol_15,1,26825043,1
17507,riga_trol_15,1,26825047,1
17507,riga_trol_15,1,26825050,2
17507,riga_trol_15,0,26825064,1
17507,riga_trol_15,0,26825071,5
17507,riga_trol_15,0,26825079,1
17507,riga_trol_15,0,26825082,3
17507,riga_trol_15,0,26825083,1
17507,riga_trol_15,0,26825085,2
17507,riga_trol_15,0,26825088,1
17507,riga_trol_15,0,26825090,1
17507,riga_trol_15,0,26825091,1
17507,riga_trol_15,0,26825095,1
17507,riga_trol_15,1,26825106,1
17507,riga_trol_15,1,26825112,1
17507,riga_trol_15,1,26825114,4
17507,riga_trol_15,1,26825121,3
17507,riga_trol_15,1,26825122,1
17507,riga_trol_15,1,26825123,1
17507,riga_trol_15,1,26825125,1
17507,riga_trol_15,1,26825131,1
17507,riga_trol_15,1,26825132,1
17507,riga_trol_15,0,26825136,5
17507,riga_trol_15,0,26825141,1
17507,riga_trol_15,0,26825144,2
17507,riga_trol_15,0,26825148,2
17507,riga_trol_15,0,26825152,2
17507,riga_trol_15,0,26825154,1
17507,riga_trol_15,0,26825160,1
17507,riga_trol_15,1,26825176,1
17507,riga_trol_15,1,26825177,2
17507,riga_trol_15,1,26825179,2
17507,riga_trol_15,1,26825180,3
17507,riga_trol_15,1,26825181,1
17507,riga_trol_15,1,26825184,1
17507,riga_trol_15,1,26825190,2
17507,riga_trol_15,1,26825192,1
17507,riga_trol_15,1,26825195,1
17507,riga_trol_15,1,26825196,2
17507,riga_trol_15,1,26825201,1
17507,riga_trol_15,0,26825205,1
17507,riga_trol_15,0,26825207,3
17507,riga_trol_15,0,26825210,1
17507,riga_trol_15,0,26825212,5
17507,riga_trol_15,0,26825224,1
17507,riga_trol_15,0,26825225,1
17507,riga_trol_15,0,26825227,2
17507,riga_trol_15,0,26825230,1
17507,riga_trol_15,1,26825242,1
17507,riga_trol_15,1,26825247,2
17507,riga_trol_15,1,26825251,2
17507,riga_trol_15,1,26825252,1
17507,riga_trol_15,1,26825253,2
17507,riga_trol_15,1,26825255,1
17507,riga_trol_15,1,26825256,1
17507,riga_trol_15,1,26825257,1
17507,riga_trol_15,1,26825262,3
17507,riga_trol_15,1,26825264,2
17507,riga_trol_15,1,26825271,1
17507,riga_trol_15,1,26825273,1
17507,riga_trol_15,0,26825276,4
17507,riga_trol_15,0,26825277,2
17507,riga_trol_15,0,26825280,1
17507,riga_trol_15,0,26825283,2
17507,riga_trol_15,0,26825285,1
17507,riga_trol_15,0,26825289,2
17507,riga_trol_15,0,26825295,1
17507,riga_trol_15,0,26825296,1
17507,riga_trol_15,0,26825298,3
17507,riga_trol_15,0,26825301,1
17507,riga_trol_15,0,26825303,1
17507,riga_trol_15,0,26825304,1
17507,riga_trol_15,0,26825309,1
17507,riga_trol_15,1,26825321,4
17507,riga_trol_15,1,26825323,1
17507,riga_trol_15,1,26825324,1
17507,riga_trol_15,1,26825327,1
17507,riga_trol_15,1,26825331,1
17507,riga_trol_15,0,26825348,1
17507,riga_trol_15,0,26825349,1
17507,riga_trol_15,0,26825350,1
17507,riga_trol_15,0,26825351,2
17507,riga_trol_15,0,26825352,1
17507,riga_trol_15,0,26825355,8
17507,riga_trol_15,0,26825359,1
17507,riga_trol_15,0,26825361,1
17507,riga_trol_15,0,26825365,1
17507,riga_trol_15,0,26825368,1
17507,riga_trol_15,0,26825370,1
17507,riga_trol_15,0,26825373,2
17507,riga_trol_15,0,26825375,1
17507,riga_trol_15,1,26825391,4
17507,riga_trol_15,1,26825392,2
17507,riga_trol_15,1,26825393,1
